timestamp,linear_accleration_x,linear_accleration_y,linear_accleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,label
1676106629.7985382,-8.61,2.99,3.91,0.06,-0.14,0.03,1
1676106629.825775,-8.62,3.04,3.91,0.07,-0.13,0.03,1
1676106629.847737,-8.64,3.02,3.94,0.06,-0.14,0.02,1
1676106629.8697777,-8.63,2.98,3.96,0.07,-0.13,0.02,1
1676106629.9014354,-8.65,2.98,3.87,0.07,-0.14,0.01,1
1676106629.9237282,-8.61,2.98,3.91,0.06,-0.13,0.0,1
1676106629.9935768,-8.59,2.99,3.91,0.07,-0.14,0.02,1
1676106630.0181575,-8.63,2.99,3.87,0.07,-0.14,0.02,1
1676106630.0441346,-8.62,2.96,3.95,0.07,-0.14,0.02,1
1676106630.0693648,-8.66,3.0,3.94,0.06,-0.14,0.01,1
1676106630.09645,-8.57,3.01,3.97,0.07,-0.13,0.01,1
1676106630.1204188,-8.66,3.01,3.87,0.07,-0.13,0.02,1
1676106630.1525009,-8.6,3.02,3.92,0.06,-0.13,0.01,1
1676106630.1801548,-8.61,2.99,3.84,0.07,-0.13,0.01,1
1676106630.2080402,-8.63,3.01,3.94,0.06,-0.13,0.02,1
1676106630.2371726,-8.6,2.97,3.93,0.06,-0.13,0.01,1
1676106630.2623377,-8.68,2.99,3.88,0.07,-0.13,0.01,1
1676106630.2867734,-8.63,3.0,3.93,0.07,-0.13,0.01,1
1676106630.308982,-8.62,3.03,3.93,0.07,-0.13,0.01,1
1676106630.334268,-8.68,2.98,3.96,0.07,-0.14,0.01,1
1676106630.3611298,-8.61,3.0,3.95,0.06,-0.13,0.01,1
1676106630.3886964,-8.66,3.0,3.92,0.06,-0.13,0.01,1
1676106630.4160657,-8.63,3.01,3.89,0.06,-0.13,0.0,1
1676106630.5269833,-8.61,2.96,3.9,0.06,-0.13,0.01,1
1676106630.558487,-8.62,3.0,3.87,0.07,-0.14,0.02,1
1676106630.5815656,-8.61,3.01,3.94,0.07,-0.13,0.01,1
1676106630.6092072,-8.64,3.0,3.97,0.06,-0.14,0.02,1
1676106630.639794,-8.62,2.99,3.93,0.06,-0.14,0.02,1
1676106630.6651032,-8.61,3.02,3.99,0.06,-0.14,0.01,1
1676106630.690289,-8.6,3.0,3.9,0.07,-0.14,0.02,1
1676106630.753845,-8.62,3.01,3.93,0.07,-0.13,0.01,1
1676106630.776385,-8.64,2.97,3.96,0.07,-0.14,0.01,1
1676106630.8076048,-8.64,3.0,3.92,0.07,-0.13,0.01,1
1676106630.8386428,-8.67,2.95,3.88,0.07,-0.14,0.01,1
1676106630.861457,-8.63,2.97,3.91,0.07,-0.13,-0.0,1
1676106630.884272,-8.68,3.03,3.91,0.06,-0.14,0.0,1
1676106630.9098225,-8.62,3.03,3.97,0.07,-0.13,0.01,1
1676106630.936696,-8.66,3.0,3.88,0.07,-0.14,0.03,1
1676106630.964984,-8.64,3.01,3.9,0.07,-0.14,0.01,1
1676106630.991236,-8.61,3.02,3.89,0.06,-0.13,0.02,1
1676106631.0498655,-8.65,3.02,3.97,0.06,-0.14,0.01,1
1676106631.0783696,-8.6,2.98,3.87,0.06,-0.13,0.01,1
1676106631.105898,-8.66,2.99,3.91,0.06,-0.13,0.01,1
1676106631.136721,-8.65,3.03,3.95,0.07,-0.13,0.01,1
1676106631.1593275,-8.62,3.02,3.87,0.07,-0.14,0.02,1
1676106631.1875672,-8.64,3.01,3.85,0.06,-0.14,0.01,1
1676106631.214399,-8.61,3.04,3.87,0.06,-0.14,0.01,1
1676106631.2375317,-8.62,3.01,3.9,0.07,-0.14,0.02,1
1676106631.263898,-8.63,3.0,3.89,0.06,-0.14,0.01,1
1676106631.287877,-8.61,3.02,3.93,0.06,-0.13,0.02,1
1676106631.3473518,-8.6,2.99,3.97,0.07,-0.14,0.02,1
1676106631.3819764,-8.61,3.01,3.87,0.06,-0.14,0.01,1
1676106631.4085138,-8.63,3.06,3.91,0.06,-0.14,0.01,1
1676106631.4296308,-8.62,3.01,3.85,0.07,-0.14,0.01,1
1676106631.456596,-8.64,3.02,3.83,0.07,-0.13,0.01,1
1676106631.480131,-8.63,2.96,3.86,0.06,-0.14,0.01,1
1676106631.510594,-8.63,3.01,3.93,0.07,-0.13,0.01,1
1676106631.5322356,-8.61,3.02,3.95,0.07,-0.13,0.02,1
1676106631.5542204,-8.63,3.02,3.87,0.06,-0.14,0.01,1
1676106631.5797558,-8.66,3.0,3.93,0.06,-0.13,0.02,1
1676106631.602186,-8.59,2.99,3.87,0.07,-0.13,0.01,1
1676106631.6658833,-8.64,3.0,3.85,0.07,-0.14,0.01,1
1676106631.6937342,-8.66,3.0,3.97,0.07,-0.13,0.01,1
1676106631.7197409,-8.65,3.0,3.89,0.07,-0.14,0.02,1
1676106631.763337,-8.62,2.99,3.91,0.07,-0.13,0.01,1
1676106631.7859244,-8.63,3.01,3.85,0.06,-0.13,0.01,1
1676106631.8085525,-8.64,2.97,3.9,0.07,-0.14,0.01,1
1676106631.836722,-8.6,3.02,3.89,0.07,-0.13,0.01,1
1676106631.8610957,-8.65,2.97,3.89,0.07,-0.13,0.01,1
1676106631.8921907,-8.59,3.03,3.91,0.07,-0.14,0.03,1
1676106631.951126,-8.61,2.96,3.89,0.07,-0.14,0.01,1
1676106631.9826329,-8.6,3.03,3.94,0.07,-0.13,0.02,1
1676106632.006204,-8.62,3.02,3.93,0.06,-0.13,0.01,1
1676106632.0285614,-8.58,3.0,3.91,0.07,-0.13,0.03,1
1676106632.0513148,-8.65,2.99,3.9,0.07,-0.14,0.01,1
1676106632.0773072,-8.66,3.01,3.93,0.06,-0.13,0.01,1
1676106632.1080344,-8.6,3.01,3.89,0.07,-0.14,0.02,1
1676106632.1325133,-8.68,3.02,3.93,0.07,-0.14,0.02,1
1676106632.1560936,-8.61,2.96,3.84,0.06,-0.13,0.01,1
1676106632.188238,-8.6,2.98,3.87,0.06,-0.13,0.02,1
1676106632.25317,-8.64,3.01,3.91,0.06,-0.14,0.02,1
1676106632.2791977,-8.6,3.0,3.88,0.07,-0.13,0.01,1
1676106632.3052876,-8.64,2.96,3.93,0.07,-0.13,0.0,1
1676106632.3291245,-8.64,2.96,3.91,0.07,-0.13,0.02,1
1676106632.3571064,-8.63,3.02,3.93,0.07,-0.13,0.01,1
1676106632.3815124,-8.64,2.99,3.92,0.06,-0.13,0.0,1
1676106632.4068315,-8.67,3.02,3.84,0.07,-0.14,0.03,1
1676106632.4329746,-8.72,2.99,3.88,0.06,-0.11,0.02,1
1676106632.4607134,-8.83,3.49,3.77,0.1,-0.05,0.22,1
1676106632.483518,-8.98,2.31,3.63,0.0,-0.11,-0.05,1
1676106632.504214,-10.46,1.78,3.72,-0.01,-0.16,0.12,1
1676106632.5631452,-11.05,2.83,4.66,0.26,-0.1,0.05,1
1676106632.589909,-15.04,6.18,6.46,0.17,0.01,0.48,1
1676106632.624317,-17.53,4.48,6.68,-0.52,-1.25,0.13,1
1676106632.6700344,-14.77,2.77,5.64,-0.4,-1.81,0.63,1
1676106632.6934106,-14.23,3.65,5.72,-0.28,-2.59,0.78,1
1676106632.716985,-12.55,3.53,5.6,-0.59,-2.92,0.12,1
1676106632.7440336,-10.82,2.77,5.33,-0.63,-3.2,0.1,1
1676106632.7667372,-11.08,2.98,5.23,-0.72,-3.71,0.3,1
1676106632.7897928,-8.77,1.47,4.13,-0.7,-4.3,0.18,1
1676106632.8496785,-7.59,1.92,3.8,-0.64,-4.36,-0.01,1
1676106632.8746328,-7.36,2.09,3.61,-0.74,-4.36,-0.39,1
1676106632.906661,-3.21,-0.73,-0.14,-0.65,-4.36,-0.92,1
1676106632.947408,-1.12,-0.0,-1.04,-0.49,-4.36,-0.96,1
1676106632.980779,1.2,0.81,-3.52,-0.38,-3.85,-0.86,1
1676106633.0324664,2.79,0.92,-5.94,-0.33,-3.0,-0.46,1
1676106633.0584605,2.17,0.37,-7.41,-0.14,-2.38,-0.44,1
1676106633.089434,1.73,1.51,-8.99,0.16,-1.19,0.05,1
1676106633.137181,0.48,2.42,-8.89,0.11,-0.66,0.31,1
1676106633.171242,-0.08,1.34,-9.65,0.05,-0.38,0.33,1
1676106633.204162,-1.1,1.81,-9.52,0.2,0.01,0.05,1
1676106633.2382123,-2.49,2.42,-8.98,0.2,0.05,0.08,1
1676106633.2636273,-2.65,2.18,-8.95,0.14,-0.1,0.18,1
1676106633.2952468,-2.38,2.2,-8.95,0.17,0.03,0.14,1
1676106633.3307855,-2.94,2.43,-8.79,0.18,0.07,0.08,1
1676106633.3634503,-3.4,2.66,-8.43,0.13,-0.07,0.03,1
1676106633.3970058,-3.03,2.52,-8.59,0.11,-0.09,0.05,1
1676106633.4606023,-3.23,2.61,-8.5,0.08,-0.07,0.03,1
1676106633.496775,-3.53,2.3,-8.61,0.08,-0.11,0.04,1
1676106633.5265484,-2.94,2.44,-8.63,0.12,-0.09,0.01,1
1676106633.5633454,-3.27,2.58,-8.58,0.09,-0.16,0.01,1
1676106633.6131744,-3.0,2.46,-8.59,0.1,-0.18,0.03,1
1676106633.657638,-2.9,2.74,-8.45,0.06,-0.14,0.01,1
1676106633.6877515,-3.25,2.49,-8.56,0.04,-0.13,0.02,1
1676106633.7572875,-2.76,2.33,-8.66,0.04,-0.15,0.04,1
1676106633.7916884,-3.09,2.26,-8.63,0.08,-0.11,-0.01,1
1676106633.8210948,-2.79,2.48,-8.49,0.05,-0.12,0.05,1
1676106633.8482077,-3.17,2.18,-8.55,0.05,-0.11,0.07,1
1676106633.8817344,-2.98,2.2,-8.56,0.11,-0.17,0.02,1
1676106633.9179635,-2.73,2.32,-8.69,0.12,-0.13,-0.03,1
1676106633.954954,-2.86,2.6,-8.65,0.12,-0.09,0.03,1
1676106633.984784,-3.37,2.59,-8.48,0.1,-0.18,0.02,1
1676106634.044782,-2.74,2.67,-8.6,0.08,-0.14,-0.05,1
1676106634.0712516,-2.74,2.81,-8.52,0.06,-0.09,0.0,1
1676106634.099162,-3.26,2.34,-8.54,0.04,-0.15,0.03,1
1676106634.1280477,-3.17,2.3,-8.59,0.05,-0.16,-0.01,1
1676106634.153226,-2.83,2.49,-8.59,0.06,-0.13,-0.05,1
1676106634.183709,-2.73,2.49,-8.5,0.06,-0.1,0.01,1
1676106634.2141898,-2.85,2.46,-8.53,0.06,-0.09,0.03,1
1676106634.2394483,-2.89,2.42,-8.61,0.05,-0.07,0.03,1
1676106634.2729747,-2.84,2.39,-8.61,0.08,-0.01,0.03,1
1676106634.354767,-3.08,2.41,-8.48,0.08,-0.02,0.05,1
1676106634.384792,-3.38,2.44,-8.48,0.08,-0.06,0.07,1
1676106634.4152043,-3.16,2.6,-8.53,0.07,-0.1,0.02,1
1676106634.4382353,-3.35,2.46,-8.58,0.07,-0.11,0.03,1
1676106634.4679065,-3.34,2.37,-8.62,0.07,-0.13,0.0,1
1676106634.4927497,-3.19,2.6,-8.5,0.08,-0.15,-0.0,1
1676106634.5193512,-3.12,2.68,-8.44,0.07,-0.13,-0.01,1
1676106634.546641,-3.18,2.7,-8.38,0.05,-0.15,-0.01,1
1676106634.5845146,-3.13,2.6,-8.45,0.03,-0.14,0.0,1
1676106634.6091146,-2.96,2.48,-8.52,0.03,-0.13,0.0,1
1676106634.662799,-3.17,2.33,-8.49,0.06,-0.1,0.02,1
1676106634.685045,-3.49,2.4,-8.47,0.06,-0.16,0.04,1
1676106634.7122865,-3.11,2.37,-8.58,0.09,-0.15,-0.04,1
1676106634.7388935,-3.07,2.52,-8.47,0.07,-0.16,-0.02,1
1676106634.76325,-3.0,2.47,-8.53,0.07,-0.15,0.02,1
1676106634.7862563,-3.04,2.46,-8.52,0.07,-0.13,0.03,1
1676106634.8113365,-3.17,2.4,-8.61,0.07,-0.12,0.01,1
1676106634.8353922,-3.04,2.32,-8.6,0.06,-0.12,0.01,1
1676106634.8581717,-2.9,2.22,-8.67,0.07,-0.11,0.01,1
1676106634.886409,-3.17,2.29,-8.6,0.11,-0.09,0.04,1
1676106634.9483144,-3.21,2.41,-8.48,0.13,-0.09,0.03,1
1676106634.984081,-3.39,2.66,-8.42,0.1,-0.11,0.03,1
1676106635.012856,-3.43,2.65,-8.4,0.1,-0.15,0.0,1
1676106635.043886,-2.98,2.77,-8.47,0.08,-0.15,-0.05,1
1676106635.081181,-2.96,2.69,-8.49,0.05,-0.13,0.02,1
1676106635.120032,-3.33,2.53,-8.5,0.05,-0.14,0.03,1
1676106635.1507072,-2.87,2.52,-8.54,0.05,-0.11,-0.03,1
1676106635.1811817,-3.29,2.45,-8.48,0.06,-0.11,0.08,1
1676106635.2469163,-3.57,2.43,-8.43,0.06,-0.13,-0.02,1
1676106635.2722397,-3.04,2.3,-8.56,0.07,-0.12,-0.05,1
1676106635.297227,-3.02,2.38,-8.46,0.12,-0.09,-0.01,1
1676106635.3301604,-3.06,2.4,-8.47,0.13,-0.09,0.03,1
1676106635.3550367,-3.47,2.62,-8.32,0.14,-0.1,0.03,1
1676106635.385719,-3.31,2.72,-8.37,0.11,-0.12,0.02,1
1676106635.4123526,-3.22,2.76,-8.47,0.11,-0.1,0.02,1
1676106635.4377933,-3.32,2.79,-8.39,0.1,-0.12,0.02,1
1677736773.1358223,2.62,9.34,-0.09,0.18,-0.13,-0.0,3
1677736773.1598225,2.39,9.63,0.03,0.2,-0.04,-0.05,3
1677736773.1887455,1.94,9.57,-0.11,0.2,-0.0,-0.08,3
1677736773.2153742,1.35,9.51,-0.13,0.19,-0.07,-0.13,3
1677736773.240003,2.34,9.98,0.06,0.18,-0.16,-0.18,3
1677736773.2621996,2.31,10.25,0.36,0.16,-0.1,-0.17,3
1677736773.2920082,2.27,10.11,0.41,0.1,-0.1,-0.13,3
1677736773.3162937,1.83,9.96,0.42,0.07,-0.15,-0.07,3
1677736773.3716493,2.35,9.42,0.03,0.1,-0.18,-0.06,3
1677736773.4012363,2.81,9.69,0.31,0.12,-0.11,-0.08,3
1677736773.4279308,2.08,9.91,0.39,0.03,-0.16,0.02,3
1677736773.4527483,2.12,9.8,0.27,-0.0,-0.2,0.05,3
1677736773.4787152,2.2,9.7,0.26,0.01,-0.22,0.01,3
1677736773.503625,2.72,9.77,0.25,0.0,-0.22,0.03,3
1677736773.528455,2.18,9.79,0.29,-0.01,-0.18,0.12,3
1677736773.5544498,1.81,9.58,0.11,-0.01,-0.21,0.13,3
1677736773.576629,2.01,9.34,0.03,0.02,-0.22,0.1,3
1677736773.605618,2.18,9.5,0.05,0.07,-0.16,0.02,3
1677736773.6663978,2.34,9.62,0.21,0.09,-0.11,0.01,3
1677736773.6883605,2.11,9.7,0.27,0.07,-0.1,0.02,3
1677736773.7127209,2.56,9.7,0.2,0.08,-0.1,0.04,3
1677736773.7414415,2.23,9.74,0.2,0.06,-0.1,0.02,3
1677736773.7814057,2.22,9.64,-0.04,0.05,-0.08,-0.02,3
1677736773.8119476,2.21,9.81,0.21,0.08,-0.1,0.05,3
1677736773.8389497,2.04,9.85,0.3,0.01,-0.08,0.04,3
1677736773.8653862,1.87,9.7,0.19,-0.03,-0.07,-0.04,3
1677736773.890049,2.12,9.34,0.01,-0.01,-0.1,-0.01,3
1677736773.916149,1.76,9.68,0.25,0.05,-0.12,0.09,3
1677736773.9900415,1.6,9.78,0.34,0.03,-0.18,0.11,3
1677736774.0143404,1.99,9.53,0.13,0.03,-0.16,0.02,3
1677736774.0432537,1.93,9.67,0.02,0.07,-0.18,0.05,3
1677736774.0630455,1.94,9.8,0.21,0.05,-0.17,0.05,3
1677736774.0879922,2.07,9.62,0.11,0.05,-0.16,0.0,3
1677736774.1159282,2.19,9.62,-0.05,0.06,-0.16,0.01,3
1677736774.1367643,2.05,9.62,-0.02,0.08,-0.13,0.02,3
1677736774.1597662,2.25,9.7,0.14,0.07,-0.16,0.01,3
1677736774.1838756,2.0,9.63,0.09,0.08,-0.16,0.01,3
1677736774.211495,2.43,9.5,0.04,0.08,-0.12,0.01,3
1677736774.262448,2.2,9.45,0.01,0.11,-0.11,-0.0,3
1677736774.2843337,2.21,9.59,-0.02,0.13,-0.08,0.01,3
1677736774.3142998,2.02,9.9,0.25,0.14,-0.09,-0.02,3
1677736774.3354454,1.92,10.12,0.34,0.1,-0.12,-0.05,3
1677736774.3604343,2.3,9.93,0.23,0.06,-0.14,0.04,3
1677736774.3825595,2.04,9.85,0.15,0.04,-0.13,0.06,3
1677736774.4078906,2.02,9.61,0.06,0.03,-0.13,0.06,3
1677736774.430341,1.9,9.47,0.04,0.09,-0.11,-0.01,3
1677736774.451954,2.15,9.82,0.14,0.08,-0.14,-0.03,3
1677736774.472222,2.46,9.86,0.17,0.07,-0.16,0.05,3
1677736774.502808,2.51,9.93,0.28,0.05,-0.12,0.09,3
1677736774.5627484,2.06,9.85,0.17,0.05,-0.1,0.04,3
1677736774.5872166,1.73,9.85,0.26,0.01,-0.17,0.03,3
1677736774.6106005,3.48,10.16,0.02,-0.03,-0.1,0.26,3
1677736774.633788,5.02,10.43,0.28,-0.18,-0.25,0.52,3
1677736774.6570034,8.75,9.62,0.6,-0.3,0.31,0.9,3
1677736774.678086,7.17,7.02,0.18,0.15,2.08,1.18,3
1677736774.7003334,8.5,8.08,0.75,0.28,2.61,1.54,3
1677736774.731362,15.83,2.43,3.79,0.72,4.36,1.76,3
1677736774.7610526,13.98,-0.91,9.68,2.6,4.36,2.01,3
1677736774.7921305,3.88,1.99,13.78,3.76,4.36,1.87,3
1677736774.816258,-6.61,9.83,12.19,3.39,4.36,1.49,3
1677736774.864101,-10.35,12.11,11.21,2.63,4.36,2.27,3
1677736774.8875966,-15.41,13.39,10.05,2.05,3.87,2.4,3
1677736774.9075472,-17.48,15.86,9.27,-1.67,-2.75,0.09,3
1677736774.932436,-7.1,7.11,8.15,-2.11,-3.81,-0.65,3
1677736774.9618506,-4.82,6.18,7.03,-1.63,-3.62,-1.38,3
1677736774.9923966,-7.08,10.39,6.83,-1.8,-4.12,-2.19,3
1677736775.0392337,-0.44,5.41,5.06,-1.84,-4.36,-2.07,3
1677736775.0635624,4.68,5.98,2.82,-0.39,-3.54,-1.25,3
1677736775.0879674,5.09,8.95,2.74,-0.08,-2.41,-1.48,3
1677736775.1158826,5.8,10.01,2.45,-0.24,-1.87,-1.41,3
1677736775.1761394,5.84,9.55,1.74,-0.44,-1.28,-1.14,3
1677736775.19781,4.39,8.6,0.98,-0.36,-0.83,-0.48,3
1677736775.2234092,2.6,9.57,0.76,-0.13,-0.31,-0.16,3
1677736775.282488,2.42,9.13,0.73,-0.05,-0.12,-0.15,3
1677736775.312488,1.2,9.66,0.77,0.02,-0.14,-0.18,3
1677736775.338142,1.85,9.87,1.01,0.09,-0.15,-0.13,3
1677736775.3650568,1.42,9.81,1.13,0.08,-0.09,-0.21,3
1677736775.3880882,1.27,10.19,1.18,0.05,-0.11,-0.19,3
1677736775.4116433,1.7,9.66,0.98,0.03,-0.2,0.03,3
1677736775.46811,1.82,9.62,1.08,0.03,-0.17,0.03,3
1677736775.4949224,1.55,9.64,1.05,0.05,-0.07,-0.08,3
1677736775.5182672,1.63,9.77,1.06,0.03,-0.2,-0.02,3
1677736775.5606177,1.85,9.65,1.04,0.07,-0.16,0.11,3
1677736775.595358,1.73,9.71,1.01,0.08,-0.08,0.01,3
1677736775.619895,1.8,9.56,0.96,0.1,-0.17,0.01,3
1677736775.6459692,1.81,9.82,1.05,0.09,-0.14,0.03,3
1677736775.6674542,1.7,9.67,1.02,0.1,-0.06,-0.04,3
1677736775.6928267,1.21,9.63,1.0,0.1,-0.1,-0.03,3
1677736775.7183075,1.25,9.89,1.0,0.09,-0.19,0.02,3
1677736775.7729776,1.83,9.87,1.05,0.07,-0.19,0.03,3
1677736775.795961,2.0,9.84,1.08,0.06,-0.13,0.01,3
1677736775.8196402,1.38,9.73,0.95,0.03,-0.16,0.04,3
1677736775.8597882,1.51,9.66,0.9,0.04,-0.18,0.04,3
1677736775.8889956,1.44,9.57,0.89,0.07,-0.13,0.03,3
1677736775.9175172,1.69,9.89,1.2,0.06,-0.18,-0.03,3
1677736775.951561,1.82,9.71,0.96,0.04,-0.17,0.03,3
1677736775.9749827,1.78,9.56,0.96,0.07,-0.13,0.0,3
1677737512.3763952,0.11,10.21,0.98,0.06,-0.09,-0.04,4
1677737512.4333963,0.1,9.99,0.91,0.04,-0.06,-0.03,4
1677737512.4671175,0.01,9.71,0.76,0.08,-0.1,0.0,4
1677737512.5381398,0.14,9.88,0.86,0.12,-0.12,0.02,4
1677737512.5631883,0.43,10.14,0.84,0.09,-0.12,0.03,4
1677737512.638693,0.17,9.91,0.88,0.08,-0.14,0.04,4
1677737512.6631196,-0.05,9.88,0.98,0.08,-0.15,0.07,4
1677737512.724291,0.22,10.04,0.93,0.07,-0.16,0.0,4
1677737512.7487416,0.16,9.75,0.81,0.07,-0.17,0.05,4
1677737512.815643,0.23,9.73,0.76,0.06,-0.14,-0.0,4
1677737512.8434734,0.2,9.66,0.78,0.08,-0.15,0.02,4
1677737512.8880973,0.09,9.93,0.87,0.1,-0.13,-0.01,4
1677737512.9198503,0.03,10.0,0.93,0.1,-0.14,0.0,4
1677737512.9623897,0.05,9.96,0.85,0.09,-0.13,-0.01,4
1677737513.0065773,0.05,10.14,1.0,0.05,-0.17,0.02,4
1677737513.0324771,0.19,9.96,0.89,0.07,-0.16,0.02,4
1677737513.082518,0.28,10.03,0.87,0.06,-0.14,0.03,4
1677737513.123562,0.24,9.75,0.83,0.02,-0.16,0.06,4
1677737513.1490586,0.35,9.81,0.99,0.06,-0.15,0.03,4
1677737513.200782,0.22,9.68,0.82,0.04,-0.12,0.04,4
1677737513.2563057,0.38,9.63,0.86,0.07,-0.13,0.07,4
1677737513.2788868,0.06,10.02,0.93,0.07,-0.09,0.02,4
1677737513.3230512,0.08,9.93,0.86,0.03,-0.12,0.03,4
1677737513.3484724,0.03,9.64,0.82,0.06,-0.09,0.01,4
1677737513.388407,0.15,9.66,0.72,0.02,-0.17,0.0,4
1677737513.4127967,0.24,9.79,0.82,0.05,-0.12,-0.01,4
1677737513.453971,0.13,9.72,0.73,0.06,-0.12,-0.01,4
1677737513.5194514,0.07,9.76,0.78,0.07,-0.12,0.02,4
1677737513.57715,0.01,9.68,0.77,0.06,-0.17,0.04,4
1677737513.606499,0.36,9.82,0.8,0.05,-0.14,-0.02,4
1677737513.6479242,0.2,10.01,0.96,0.06,-0.16,0.02,4
1677737513.7130823,0.08,10.0,0.85,0.04,-0.16,0.01,4
1677737513.8008242,0.23,9.81,0.81,0.04,-0.12,0.0,4
1677737513.8305676,0.06,9.73,0.73,0.06,-0.12,0.02,4
1677737513.8735974,0.0,9.9,0.79,0.04,-0.13,0.0,4
1677737513.9038012,0.17,9.69,0.67,0.05,-0.15,0.03,4
1677737513.945652,0.11,9.9,0.76,0.09,-0.12,0.0,4
1677737513.96839,0.11,10.03,0.73,0.04,-0.15,0.0,4
1677737514.0063522,0.31,9.78,0.6,0.04,-0.13,0.01,4
1677737514.0536432,0.22,9.9,0.69,0.06,-0.11,0.01,4
1677737514.080685,0.13,9.88,0.79,0.06,-0.12,-0.0,4
1677737514.1375546,0.25,9.78,0.69,0.05,-0.12,-0.02,4
1677737514.1843405,0.26,9.82,0.71,0.06,-0.1,-0.0,4
1677737514.2077186,0.17,9.67,0.71,0.08,-0.11,0.02,4
1677737514.2556987,0.23,9.85,0.74,0.06,-0.12,0.01,4
1677737514.2837138,0.19,9.81,0.72,0.07,-0.11,0.02,4
1677737514.3334887,0.18,9.7,0.72,0.09,-0.1,0.03,4
1677737514.3568516,0.37,9.65,0.58,0.15,-0.01,0.01,4
1677737514.399717,3.7,8.45,0.57,0.68,1.2,-0.27,4
1677737514.4270756,6.44,7.85,1.24,0.99,2.26,-0.03,4
1677737514.4643278,-19.61,15.85,5.85,3.02,3.26,-0.45,4
1677737514.5123336,-19.61,19.61,18.01,-3.93,-4.36,-2.02,4
1677737514.578475,-7.22,8.59,19.61,-4.36,-4.36,1.07,4
1677737514.6349318,19.61,-3.1,3.35,-1.48,-1.22,-4.36,4
1677737514.668456,18.97,5.05,2.56,0.03,-1.23,-2.22,4
1677737514.699678,13.98,1.94,-0.18,-0.68,2.28,2.62,4
1677737514.7288897,6.38,1.41,-1.78,0.53,3.42,2.36,4
1677737514.7697957,6.54,1.94,-0.53,2.26,4.36,1.76,4
1677737514.8305364,-4.23,9.08,2.56,2.6,4.36,1.42,4
1677737514.875677,-8.27,12.4,2.55,1.94,3.88,1.06,4
1677737514.9030993,1.84,6.39,-0.41,1.26,1.42,0.67,4
1677737514.9525392,-7.17,14.3,2.11,1.59,1.68,-0.31,4
1677737514.9789948,-2.86,12.5,1.7,0.62,0.85,-0.67,4
1677737515.0868793,-2.61,10.21,0.97,0.55,0.71,0.56,4
1677737515.112726,-3.58,10.36,1.0,0.53,0.6,0.42,4
1677737515.1597712,-2.89,10.56,1.44,0.34,0.06,0.08,4
1677737515.1981995,-1.27,9.35,1.0,0.09,-0.07,0.08,4
1677737515.2241611,-1.9,9.73,1.08,0.27,0.06,-0.1,4
1677737515.2773848,-1.86,10.28,1.29,0.11,0.05,-0.34,4
1677737515.321601,-1.29,9.38,1.02,0.12,-0.13,0.01,4
1677737515.348918,-1.48,10.01,1.29,0.17,-0.1,0.02,4
1677737515.4025798,-1.53,10.14,1.44,0.07,-0.16,-0.1,4
1677737515.4397528,-0.84,9.62,1.33,0.1,-0.15,0.01,4
1677737515.4724576,-1.34,10.06,1.49,0.06,-0.16,-0.04,4
1677737515.5107343,-0.85,9.53,1.2,0.06,-0.15,-0.07,4
1677737515.5362003,-0.74,9.46,1.19,0.12,-0.09,-0.04,4
1677737515.580004,-1.53,10.01,1.35,0.1,-0.17,-0.03,4
1677737515.6232493,-1.16,9.8,1.3,0.03,-0.25,-0.06,4
1677737515.648682,-0.56,9.44,1.07,0.08,-0.18,-0.03,4
1677737515.6866171,-1.04,10.0,1.37,0.11,-0.12,-0.03,4
1677737515.7138658,-1.08,10.0,1.44,0.09,-0.17,-0.02,4
1677737515.770687,-0.69,9.63,1.42,0.07,-0.17,0.02,4
1677737515.8103874,-1.09,9.76,1.35,0.08,-0.16,0.06,4
1677737515.8353844,-0.94,9.82,1.48,0.05,-0.17,0.01,4
1677737515.8749292,-0.89,9.6,1.36,0.07,-0.11,0.03,4
1677737515.90388,-1.23,9.79,1.35,0.1,-0.1,0.03,4
1677737515.946066,-1.19,9.86,1.28,0.04,-0.17,0.02,4
1677737515.995909,-0.75,9.86,1.41,0.08,-0.13,-0.02,4
1677737516.027527,-0.84,9.83,1.49,0.06,-0.13,-0.0,4
1677737516.071476,-0.96,9.65,1.3,0.03,-0.15,0.01,4
1677737516.0955634,-1.07,9.73,1.33,0.04,-0.16,-0.01,4
1677726111.5246832,-8.95,3.8,-0.09,0.09,-0.15,-0.01,1
1677726111.5469131,-9.4,4.35,-0.02,0.07,-0.13,0.0,1
1677726111.5733569,-8.94,3.97,-0.11,0.06,-0.11,0.05,1
1677726111.5931606,-8.91,3.76,-0.11,0.07,-0.09,0.05,1
1677726111.6134934,-9.0,3.84,-0.08,0.05,-0.11,0.03,1
1677726111.659577,-8.66,3.76,-0.18,0.05,-0.1,0.04,1
1677726111.6825554,-8.95,3.71,-0.13,0.06,-0.11,0.04,1
1677726111.718185,-9.07,3.84,-0.1,0.06,-0.08,-0.0,1
1677726111.741254,-9.04,3.79,-0.04,0.08,-0.11,0.02,1
1677726111.7818174,-9.04,3.99,0.01,0.06,-0.15,0.03,1
1677726111.816116,-8.84,3.83,-0.1,0.03,-0.12,-0.01,1
1677726111.8545408,-8.95,3.66,-0.07,0.06,-0.09,0.04,1
1677726111.8838782,-8.88,3.86,0.08,0.05,-0.11,0.04,1
